Variable Name	Variable Description	Data File Name	Data File Description	Begin Year	EndYear	Component	Use Constraints
OHX09LAD	Loss of Attachment:  Upper left central incisor (CI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX09LAL	Loss of Attachment:  Upper left central incisor (CI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX09LAM	Loss of Attachment:  Upper left central incisor (CI) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX09LAP	Loss of Attachment:  Upper left central incisor (CI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX09LAS	Loss of Attachment:  Upper left central incisor (CI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX09PCA	Loss of Attachment:  Upper left central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX09PCD	Loss of Attachment: Upper left central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX09PCL	Loss of Attachment:  Upper left central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX09PCM	Loss of Attachment:  Upper left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX09PCP	Loss of Attachment: Upper left central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX09PCS	Loss of Attachment:  Upper left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10CJA	Loss of Attachment:  Upper left lateral incisor (LI) mesio- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10CJD	Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10CJL	Loss of Attachment:  Upper left lateral incisor (LI) mid- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10CJM	Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10CJP	Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10CJS	Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10LAA	Loss of Attachment:  Upper left lateral incisor (LI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10LAD	Loss of Attachment:  Upper left lateral incisor (LI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10LAL	Loss of Attachment:  Upper left lateral incisor (LI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10LAM	Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10LAP	Loss of Attachment:  Upper left lateral incisor (LI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10LAS	Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10PCA	Loss of Attachment:  Upper left lateral incisor (LI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10PCD	Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10PCL	Loss of Attachment:  Upper left lateral incisor (LI) mid- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10PCM	Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10PCP	Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX10PCS	Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11CJA	Loss of Attachment:  Upper left cuspid (C) mesio- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11CJD	Loss of Attachment: Upper left cuspid (C) distal - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11CJL	Loss of Attachment:  Upper left cuspid (C) mid- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11CJM	Loss of Attachment:  Upper left cuspid (C) mid-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11CJP	Loss of Attachment: Upper left cuspid (C) distal - lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11CJS	Loss of Attachment:  Upper left cuspid (C) mesio-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11LAA	Loss of Attachment:  Upper left cuspid (C) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11LAD	Loss of Attachment:  Upper left cuspid (C) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11LAL	Loss of Attachment:  Upper left cuspid (C) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11LAM	Loss of Attachment:  Upper left cuspid (C) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11LAP	Loss of Attachment:  Upper left cuspid (C) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11LAS	Loss of Attachment:  Upper left cuspid (C) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11PCA	Loss of Attachment:  Upper left cuspid (C) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11PCD	Loss of Attachment: Upper left cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11PCL	Loss of Attachment:  Upper left cuspid (C) mid- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11PCM	Loss of Attachment:  Upper left cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11PCP	Loss of Attachment: Upper left cuspid (C) distal - lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX11PCS	Loss of Attachment:  Upper left cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12CJA	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12CJD	Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) distal - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12CJL	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12CJM	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12CJP	Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12CJS	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12LAA	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12LAD	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12LAL	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12LAM	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12LAP	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12LAS	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12PCA	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12PCD	Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) distal - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12PCL	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12PCM	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12PCP	Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX12PCS	Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13CJA	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13CJD	Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) distal - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13CJL	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mid- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13CJM	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13CJP	Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13CJS	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13LAA	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13LAD	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13LAL	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13LAM	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13LAP	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13LAS	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13PCA	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13PCD	Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) distal - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13PCL	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mid- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13PCM	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13PCP	Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX13PCS	Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14CJA	Loss of Attachment:  Upper left 1st molar (1M) mesio- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14CJD	Loss of Attachment: Upper left 1st molar (1M) distal - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14CJL	Loss of Attachment:  Upper left 1st molar (1M) mid- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14CJM	Loss of Attachment:  Upper left 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14CJP	Loss of Attachment: Upper left 1st molar (1M) distal - lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14CJS	Loss of Attachment:  Upper left 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14LAA	Loss of Attachment:  Upper left 1st molar (1M) mesio- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14LAD	Loss of Attachment:  Upper left 1st molar (1M) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14LAL	Loss of Attachment:  Upper left 1st molar (1M) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14LAM	Loss of Attachment:  Upper left 1st molar (1M) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14LAP	Loss of Attachment:  Upper left 1st molar (1M) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14LAS	Loss of Attachment:  Upper left 1st molar (1M) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14PCA	Loss of Attachment:  Upper left 1st molar (1M) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14PCD	Loss of Attachment: Upper left 1st molar (1M) distal - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14PCL	Loss of Attachment:  Upper left 1st molar (1M) mid- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14PCM	Loss of Attachment:  Upper left 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14PCP	Loss of Attachment: Upper left 1st molar (1M) distal - lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX14PCS	Loss of Attachment:  Upper left 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15CJA	Loss of Attachment:  Upper left 2nd molar (2M) mesio- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15CJD	Loss of Attachment: Upper left 2nd molar (2M) distal - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15CJL	Loss of Attachment:  Upper left 2nd molar (2M) mid- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15CJM	Loss of Attachment:  Upper left 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15CJP	Loss of Attachment: Upper left 2nd molar (2M) distal - lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15CJS	Loss of Attachment:  Upper left 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15LAA	Loss of Attachment:  Upper left 2nd molar (2M) mesio- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15LAD	Loss of Attachment:  Upper left 2nd molar (2M) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15LAL	Loss of Attachment:  Upper left 2nd molar (2M) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15LAM	Loss of Attachment:  Upper left 2nd molar (2M) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15LAP	Loss of Attachment:  Upper left 2nd molar (2M) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15LAS	Loss of Attachment:  Upper left 2nd molar (2M) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15PCA	Loss of Attachment:  Upper left 2nd molar (2M) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15PCD	Loss of Attachment: Upper left 2nd molar (2M) distal - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15PCL	Loss of Attachment:  Upper left 2nd molar (2M) mid- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15PCM	Loss of Attachment:  Upper left 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15PCP	Loss of Attachment: Upper left 2nd molar (2M) distal - lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX15PCS	Loss of Attachment:  Upper left 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18CJA	Loss of Attachment:  Lower left 2nd molar (2M) mesio- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18CJD	Loss of Attachment: Lower left 2nd molar (2M) distal - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18CJL	Loss of Attachment:  Lower left 2nd molar (2M) mid- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18CJM	Loss of Attachment:  Lower left 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18CJP	Loss of Attachment: Lower left 2nd molar (2M) distal - lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18CJS	Loss of Attachment:  Lower left 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18LAA	Loss of Attachment:  Lower left 2nd molar (2M) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18LAD	Loss of Attachment:  Lower left 2nd molar (2M) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18LAL	Loss of Attachment:  Lower left 2nd molar (2M) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18LAM	Loss of Attachment:  Lower left 2nd molar (2M) mid-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18LAP	Loss of Attachment:  Lower left 2nd molar (2M) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18LAS	Loss of Attachment:  Lower left 2nd molar (2M) mesio-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18PCA	Loss of Attachment:  Lower left 2nd molar (2M) mesio- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18PCD	Loss of Attachment: Lower left 2nd molar (2M) distal - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18PCL	Loss of Attachment:  Lower left 2nd molar (2M) mid- lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18PCM	Loss of Attachment:  Lower left 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18PCP	Loss of Attachment: Lower left 2nd molar (2M) distal - lingual - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX18PCS	Loss of Attachment:  Lower left 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX19CJA	Loss of Attachment:  Lower left 1st molar (1M) mesio- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX19CJD	Loss of Attachment: Lower left 1st molar (1M) distal - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX19CJL	Loss of Attachment:  Lower left 1st molar (1M) mid- lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX19CJM	Loss of Attachment:  Lower left 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX19CJP	Loss of Attachment: Lower left 1st molar (1M) distal - lingual - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
OHX19CJS	Loss of Attachment:  Lower left 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)	OHXPER_H	Oral Health - Periodontal	2013	2014	Examination	None
